model,file_path,domain,cer,wer,first_partial_latency_s,first_final_latency_s,finalization_latency_s,total_latency_s,audio_duration_s,rtf,num_partial_results,num_final_results,ref,hyp
elevenlabs_scribe_streaming,/drama_series/drama_10_d_157.wav,drama_series,0.49122807017543857,0.6363636363636364,3.133,3.979,1.381,4.275,2.894,1.4772,2,1,স্যার তাহলে কি স্যার সুজন সাহেবের কথাই ঠিক হয়ে গেল স্যার,"Sir, তাহলে স্যার, সুধু নিশ্চয়ই আমার কথা ঠিক হয়ে গেল, sir?"
elevenlabs_scribe_streaming,/drama_series/drama_10_d_235.wav,drama_series,0.22916666666666666,0.5454545454545454,3.048,3.884,1.333,4.162,2.829,1.471,2,1,ঠিক আছে তুই এভাবে কথা বললে আমি কষে একটা চড় মারব,"ঠিক আছে। তুই এবার এক কথা বললি, আমি কোশে একটা চান মারবো।"
elevenlabs_scribe_streaming,/drama_series/drama_10_d_388.wav,drama_series,0.3157894736842105,0.75,,4.146,1.277,4.447,3.17,1.4028,0,1,ঘুরি নাই কারোর সাথে,হুরিনে কার সাথে?
elevenlabs_scribe_streaming,/drama_series/drama_11_d_68.wav,drama_series,0.21794871794871795,0.26666666666666666,2.994,7.105,1.482,7.395,5.912,1.2507,6,1,বাবা তোমার চা কি হয়েছে কাঁদছিস কেন এমনি এমনি আবার কেউ কাঁদে নাকি ব্যাপারটা কি,বাবা পাওয়া যাচ্ছে। কি হয়েছে? কাঁদছিস কেন? এমনি। এমনি আবার কেউ কাঁদে নাকি? ব্যাপারটা একটু বল।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_342.wav,drama_series,0.15,0.6,,2.367,1.339,2.666,1.327,2.0093,0,1,না বুঝার ভান করেন না,নাম বুঝা ভাল করেন না?
elevenlabs_scribe_streaming,/drama_series/drama_10_d_153.wav,drama_series,0.625,1.0,,1.779,1.335,2.097,0.762,2.7516,0,1,একটা শেষ,একশো এক।
elevenlabs_scribe_streaming,/drama_series/drama_11_d_53.wav,drama_series,0.2,0.42857142857142855,2.93,8.644,1.443,8.934,7.491,1.1926,7,1,ঘাম হয়েছে তারপর দেখি জ্বর নাই তা আমার কাছে আসার উদ্দেশ্যটা কি বল অল্প কথায় বলব স্যার বলো অল্প কথায় বলো,"কাম হইসে, তারপর দেখি যন নাই। তো আমার কাছে আসার উদ্দেশ্যটা কি বল? অল্প কথাই বলবো, sir. বলো, অল্প কথাই বল।"
elevenlabs_scribe_streaming,/drama_series/drama_11_d_38.wav,drama_series,0.08620689655172414,0.2692307692307692,3.219,9.631,1.556,9.912,8.356,1.1862,8,1,আছে একজন সে কে বলা যাবে না বলা যাবে না কোনদিন বলা যাবে না তুই এখন যা আমি এখন ঘুমাবো কাল সকালে শেহেরজানকে আনতে হবে যা,"আছে একজন। সে কি? বলা যাবে না, বলা যাবে না। কোনদিন বলা যাবে না। তো এখন যা, আমি এখন ঘুমাব। তাহলে সকালে সেহের জান কে আনতে হবে। যা।"
elevenlabs_scribe_streaming,/drama_series/drama_10_d_472.wav,drama_series,0.9,2.0,,1.945,1.255,2.236,0.981,2.2796,0,1,আমরা দুইজন,"আহ, আর কি জন্য?"
elevenlabs_scribe_streaming,/drama_series/drama_10_d_419.wav,drama_series,0.0,0.0,,1.866,1.244,2.156,0.912,2.3641,0,1,পুরো কথা,পুরো কথা।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_275.wav,drama_series,0.4,1.0,,1.881,1.273,2.166,0.893,2.4255,0,1,ও কেনো হাসবে না,ওকে না হাজবেনার।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_426.wav,drama_series,0.37209302325581395,0.5,3.112,3.264,1.359,3.552,2.193,1.6198,1,1,আমি কিন্তু কানের গোঁড়ায় একটা চড় মারে বসব,আমি কিন্তু কানের উপরে একটা চামড়া মেরে পড়বো।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_373.wav,drama_series,0.8,1.0,,1.792,1.278,2.086,0.808,2.5815,0,1,শাড়ি,শারীরিক।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_217.wav,drama_series,0.0,0.0,,1.886,1.096,2.17,1.074,2.0205,0,1,খুব ভালো,খুব ভালো।
elevenlabs_scribe_streaming,/drama_series/drama_11_d_58.wav,drama_series,0.034013605442176874,0.19230769230769232,3.058,11.762,1.563,12.061,10.498,1.1489,10,1,হাসছো কেন আমি অর্থ সাহায্যের জন্য আপনার কাছে আসি নাই সে ব্যবস্থা আমি নিজেই ইনশাল্লাহ করে ফেলেছি আমার শুধু প্রয়োজন কয়েকটা দিন থাকার মত একটা জায়গা,আসছো কেন? আমি অর্থ সাহায্যের জন্য আপনার কাছে আসিনাই। সে ব্যবস্থা আমি নিজেই ইনশাআল্লাহ করে ফেলেছি। আমার শুধু প্রয়োজন কয়েকটা দিন থাকার মতো একটা জায়গা।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_283.wav,drama_series,0.5,0.6666666666666666,,2.477,1.219,2.783,1.564,1.7797,0,1,আমি আমার দাঁত ঠিক করব না,আমি মন্তাসে করবো না।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_225.wav,drama_series,0.5,0.8,,2.374,1.242,2.719,1.477,1.8406,0,1,তুই আমার জন্য হাবাগোবা মেয়ে,তেমার জন্য হাওয়াগাঁও বে।
elevenlabs_scribe_streaming,/drama_series/drama_11_d_20.wav,drama_series,0.35074626865671643,0.36363636363636365,3.113,9.508,1.521,9.793,8.272,1.1838,8,1,সপ্তাহখানেক একটা থাকার জায়গা দরকার আপনার ধারণা এটা হোটেল আমি নীলগঞ্জ থেকে এসেছি স্যারের জন্মস্থান আপনি দয়া করে নীলগঞ্জে ফেরত চলে যান,আপনার ধারণা এটা hotel? আমি নীলগঞ্জ থেকে এসেছি। স্যারের জন্মস্থান। আপনি দয়া করে নীলগঞ্জে ফেরত যাবেন।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_366.wav,drama_series,0.6666666666666666,1.0,,1.811,1.223,2.101,0.878,2.3928,0,1,আতংকের বিষয় না,আতুন গৃহ সেনা।
elevenlabs_scribe_streaming,/drama_series/drama_11_d_79.wav,drama_series,0.273972602739726,0.5,3.005,6.169,1.493,6.49,4.997,1.2989,5,1,কাল ও তো যাসনি ইউনিভার্সিটি তে যাওয়া কি বন্ধ করে দিয়েছিস যাচ্ছিস না কেন,কালোতে যাস নে। University তে যাওয়াকে বন্ধ করে দিয়েছিস? যাচ্ছিস না কেন?
elevenlabs_scribe_streaming,/drama_series/drama_10_d_169.wav,drama_series,0.4857142857142857,0.6666666666666666,,2.57,1.306,2.867,1.561,1.8366,0,1,আপনার জীবনে অনেক ক্রাইসিস আসতে পারে,আপনি মনে হয় অনেক prices আসতে পারে।
elevenlabs_scribe_streaming,/drama_series/drama_11_d_93.wav,drama_series,0.10810810810810811,0.26666666666666666,3.075,12.087,1.623,12.368,10.746,1.151,11,1,এইনে এই টাকা গুলো রাখ টাকা লাগবে না আমি হেঁটে হেঁটে যাব যখন খিদে লাগবে তখন লোকের কাছ থেকে চেয়ে চিন্তে খাবো আরে গাধার বাচ্চা তুই কি ভিক্ষা করবি নাকি,"এই না, এই টাকা গুলো রাখ। টাকা লাগবে না। আমি হেঁটে হেঁটে যাব। যখন খিদে লাগবে, তখন লোকের কাছ থেকে চেয়ে চিনতে খাব। আরে গাদা বাচ্চা, তুই ভীত করুই নাকি?"
elevenlabs_scribe_streaming,/drama_series/drama_10_d_302.wav,drama_series,2.3548387096774195,3.5,3.011,3.259,1.488,3.549,2.061,1.7219,2,1,সারা দিন দেখি ফুটং ফাটং মারতেসে,"সারাদিন দেখি ফুটুং-ফাটুং মারতে থাকে। আর কি করবো? একটা কাজ করবো, একটা কাজ করবো। একটা কাজ করবো, একটা কাজ করব"
elevenlabs_scribe_streaming,/drama_series/drama_11_d_60.wav,drama_series,0.06593406593406594,0.0625,3.005,6.764,1.5,7.059,5.56,1.2697,5,1,ক্ষেত্র বিশেষে লাখ টাকা পাওয়া যায় তোমার অর্থের এতই প্রয়োজন যে তুমি কিডনি বিক্রি করে দেবে,"ক্ষেত্র বিশেষে লাখ টাকা পাওয়া যায়। তোমার অর্থের এতই প্রয়োজন যে, তুমি kidney বিক্রি করে দেবে?"
elevenlabs_scribe_streaming,/drama_series/drama_10_d_367.wav,drama_series,0.0,0.0,,2.414,1.332,2.716,1.384,1.9623,0,1,এখন আমার মাঝে মাঝে ভয় হয় যে,এখন আমার মাঝে মাঝে ভয় হয় যে--
elevenlabs_scribe_streaming,/drama_series/drama_10_d_268.wav,drama_series,0.6,1.0,,1.726,1.2,2.012,0.812,2.4773,0,1,কোন এক দিন,করে দেন।
elevenlabs_scribe_streaming,/drama_series/drama_10_d_228.wav,drama_series,1.0,1.3333333333333333,,2.194,1.305,2.491,1.186,2.1,0,1,সবচে বেশি বিউটিফুল,Shop to be beautiful.
elevenlabs_scribe_streaming,/drama_series/drama_10_d_198.wav,drama_series,0.1348314606741573,0.2,3.016,5.776,1.556,6.084,4.528,1.3436,4,1,চোখের সমস্যাটা তো সমাধান করতে পারছি কিন্তু মাথার সমস্যাটা না একবারেই সমাধান করতে পারছি না,"হ্যাঁ, চোখের সমস্যাটা সমাধান করতে পারছি, কিন্তু মাথার সমস্যাটা আমি একবারেই সমাধান করতে পারছি না।"
elevenlabs_scribe_streaming,/drama_series/drama_11_d_96.wav,drama_series,0.18181818181818182,0.35714285714285715,3.137,10.925,1.789,11.222,9.433,1.1897,9,1,মবিন ভাই আর ভাবির একসঙ্গে আমেরিকা যাওয়ার কথা ভাবি চলে গেলেন মবিন ভাই ঘুরতেছে এতিমের মতো  ১ মাস ধরে রঞ্জু ভায়ের কোন খবর নাই এটা খারাপ অবস্থা না,মোবিন ভাইয়ের ভাবির একসঙ্গে America যাওয়ার কথা। ভাবি চলে গেলেন। মোবিন ভাই ভুলতেছে এতিমের মত। এক মাস ধরে যেন যোগাযোগের কোন খবর নাই। এটা খারাপ অবস্থা না?
